0 0 
0 0
2000 182
4000 186 
8000  202 
16000 252 
32000 351 
64000 518 
128000 934 
256000 1851 
512000 4007 
1024000 9445 
2048000 21342 
4096000  44040
8112000 90114 
16224000 188325 
