0 0
0 0
2000  35700 
4000 36500 
8000 38000 
16000 55000
32000 90000
64000 155684
128000 284620
256000 547016
512000 1060576
1024000 2100276
2048000 4198260
4096000 8313240
8112000 16393036
16224000 32795824
