%% LaTeX2e file `space_conclave_1.dat'
%% generated by the `filecontents' environment
%% from source `thesis_name' on 2022/10/09.
%%
 0 0
 0 0
 0 0
 20 352876
 40  588648
 80 1580456
 100 3221372
 140 5551808
 200 9920608
 300 21857976
 400 37996020
 500 58032576
