0 0
0 0
2000 39060 
4000 39708
8000 45708
16000 76676
32000 140600
64000 269744
128000 525168
256000 1015504
512000 2001432
1024000 4006532
2048000 7937748
4096000 15845668
8112000 31599120
16224000 63131608
