%% LaTeX2e file `space_SMCQL_1.dat'
%% generated by the `filecontents' environment
%% from source `thesis_name' on 2022/10/09.
%%
0 0
0 0 
20 515908
40 740056
60 871400
80 873144
100 976676
120 1027048
140 1298096
